Artikelnummer|Hersteller-Artikelnummer|EAN|Hersteller|Bezeichnung|Kategorie 1|HEK|Lagerbestand|Image|Deep-Link
100017317|122874|5060280961984|CAT|"Cat Handycover Active Urban fÃ¼r Apple iPhone 5c Schwarz"|hoh|21,03|12|http://admin.next.hoh.de/media/image/thumbnail//1008786_ddf32033a8f9af015ad192ce1a495745_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008786
100028826|5001215|4034303009961|Intenso|"Blu-ray BD-R Rohling 25 GB Intenso 5001215 5 St. Jewelcase"|hoh|5,59|49|http://admin.next.hoh.de/media/image/thumbnail//1008983_a0a1b736c0615218069893586e17b22e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008983
100029656| |4975769419560|JVC|"Autoradio JVC KD-R453E"|hoh|58,82|9|http://admin.next.hoh.de/media/image/thumbnail//1008991_0298fa38d434bacb07a8f1683c7eca75_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008991
100029668| |4975769419799|JVC|"Autoradio JVC KW-R910BTE"|hoh|126,01|3|http://admin.next.hoh.de/media/image/thumbnail//1009000_3f421f56b713ca9ca53aae6557ad089a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1009000
100007325|BDR-209DBK|0884938243308|Pioneer|"Pioneer BDR-209DBK 16x Blu-Ray Brenner bulk"|hoh|59,43|1||http://www.hoh.de/detail/index/sArticle/995832
100007346|S975-G000-2100-C2|0000000000000|UDOO|"UDOO Board  Quad Prototyping Board"|hoh|123,87|41|http://admin.next.hoh.de/media/image/thumbnail//f8fa2b9f452a74ffb0bce9d3df10811d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996171
100008290|VTR150-25SAT3-120G|0842024034049|OCZ|"OCZ Vector 150 120GB SATA 6Gb/s 2.5'' 7mm MLC 19nm"|hoh|77,30|3|http://admin.next.hoh.de/media/image/thumbnail//e7ef28fd0dd3874081488b876d40b905_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996410
10000853|40255857|4897027120790|Telekom|"T-Home Telefon Concept PA 415 mit AB schwarz"|hoh|43,31|6|http://admin.next.hoh.de/media/image/thumbnail//946101_40c04deee204a13f8f600d3f2aeda238_720x600.jpg|http://www.hoh.de/detail/index/sArticle/946101
100009682|75837|7394090758372|Krusell|"Krusell BookCover MalmÃ¶ fÃ¼r Nokia Moneypenny, Schwarz"|hoh|20,92|1|http://admin.next.hoh.de/media/image/thumbnail//996766_12b2eba90e5b67d5ed76b07ae24cd66a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996766
100010131|90MB0I30-M0EAY0|4716659766407|Asus|"ASUS MAXIMUS VII GENE Z97 Sockel 1150 mATX DDR3"|hoh|163,79|4|http://admin.next.hoh.de/media/image/thumbnail//8ea74610dbe7890880611564db3b853b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997165
10001158|208054|4260117670688|DeTeWe|"DeTeWe Message 800 Digitaler Anrufbeantworter"|hoh|33,61|42|http://admin.next.hoh.de/media/image/thumbnail//503241_b842c75d803576240001910ecd8b3668_720x600.jpg|http://www.hoh.de/detail/index/sArticle/503241
10001176|FPMA-D700DD|8717371442507|NewStar|"NewStar Products FPMA-D700DD Monitorhalter 48 - 69 cm (19"" - 27"") Schwarz"|hoh|173,07|4|http://admin.next.hoh.de/media/image/thumbnail//503931_1de87d119a7c5e1f285708055a0150bd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/503931
100016803|08458|4042632084580|Bugatti|"Bugatti Book Case Geneva, Fenster-Tasche fÃ¼r Samsung Galaxy S5, Schwarz"|hoh|7,45|11||http://www.hoh.de/detail/index/sArticle/1008776
100028609|004246203|4001985510788|inakustik|"HDMI Anschlusskabel [1x HDMI-Stecker 1x HDMI-Stecker C Mini] 3 m WeiÃ Inakustik"|hoh|31,08|3|http://admin.next.hoh.de/media/image/thumbnail//1008978_1005b818587a1bf9c3858e0e6856a39a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008978
100007313|EF-WG900BBEGWW|8806086103473|Samsung|"Samsung Flip Wallet fÃ¼r Galaxy S5 Schwarz"|hoh|21,00|26|http://admin.next.hoh.de/media/image/thumbnail//995820_6f659f68d15f8856bffe50e0f55aec70_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995820
100007789|A000077|0000000000000|Arduino|"Arduino Proto Shield Rev3 A000077 (assembled)"|hoh|11,72|2|http://admin.next.hoh.de/media/image/thumbnail//39a0e998c2aa05e6184afc623d838aed_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996162
100007799|GT-I9195ZKADBTED|8806086104074|Samsung|"Samsung Galaxy S4 mini i9195 Black Edition deep black"|hoh|165,97|31|http://admin.next.hoh.de/media/image/thumbnail//73d5946802a4bcfd87b2296324f0c8c1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996063
100007806|GT-S5310BKADBT|8806085720480|Samsung|"Samsung Galaxy Pocket Neo S5310 blue/black"|hoh|41,93|2|http://admin.next.hoh.de/media/image/thumbnail//0a32d3701b83f26cbb2b1b1c93dee15e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996065
100008200|90LM00R0-B02170|4716659666448|Asus TFT|"ASUS PB287Q 28"" LED-Monitor 4K Pivot (1ms, 330cd/m2, 2xHDMI, DisplayPort, Lautsprecher, Schwarz)"|hoh|377,31|2|http://admin.next.hoh.de/media/image/thumbnail//5931e4e6cbae49c2799bde83a574c670_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996374
100008203|90YH0051-BBUA00|4716659577317|Asus|"ASUS Echelon Laser Gaming Maus USB schwarz"|hoh|41,93|1|http://admin.next.hoh.de/media/image/thumbnail//dfc9d9136aa13c1f18b4986658587aa1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996377
100009414|AXR9 280 3GBD5-T2DHE|4715409184522|Powercolor|"PowerColor R9 280 TurboDuo OC 3GB GDDR5"|hoh|165,46|9|http://admin.next.hoh.de/media/image/thumbnail//bef2485fed8c68107a8f6d838b7e47b5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996484
100009553|75618|7394090756187|Krusell|"Krusell BookCover DonsÃ¶ fÃ¼r HTC One Mini, Schwarz"|hoh|20,92|1|http://admin.next.hoh.de/media/image/thumbnail//996745_65038a8cc3594db14beab7211227939b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996745
100009689|20199|7394090201991|Krusell|"Krusell Tablet Screen Protector (Folie) fÃ¼r Tab/ Note Pro 12.2"|hoh|16,72|1|http://admin.next.hoh.de/media/image/thumbnail//996877_44d92c43813118f13579421f88b5969c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996877
100009926|70SB129000005|5390660184260|Creative Labs|"Creative Sound Blaster X-Fi Go! Pro 2.0 retail USB"|hoh|33,53|1|http://admin.next.hoh.de/media/image/thumbnail//be7b23d1883e284b46d98a46a46b3fb5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1003519
10000996|EB-F1A2GBUCSTD|8806071517919|SAMSUNG|"Samsung Li-Ion Handy Akku 1650 mAh (EB-F1A2GBUCSTD) fÃ¼r Samsung Galaxy S2, Galaxy R"|hoh|10,55|276|http://admin.next.hoh.de/media/image/thumbnail//1008749_e2e4cff106e7b98fcc9414802ae857af_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008749
100010138|Z97 EXTREME4|4717677323504|ASRock|"ASRock Z97 Extreme4 Z97 Sockel 1150 ATX DDR3"|hoh|115,16|1|http://admin.next.hoh.de/media/image/thumbnail//daa26ed07c4613ee17c2d2a27c418c07_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997323
10001057|ESAM3200S|8004399324633|DeLonghi|"DeLonghi ESAM 3200 S MAGNIFICA Kaffeevollautomat silber"|hoh|236,09|44|http://admin.next.hoh.de/media/image/thumbnail//467931_9d2e5781fd1e87ae471f17ffba543ae8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/467931
10001067|20405040|7611425991205|Swissvoice|"Swissvoice Vintage 20 Schnurgebundenes Telefon"|hoh|27,75|18|http://admin.next.hoh.de/media/image/thumbnail//468341_87905f35bf568ce9a303dab2ce638924_720x600.jpg|http://www.hoh.de/detail/index/sArticle/468341
10001121|655.16|4211125655167|Beurer|"Beurer 655.16 BM 58 Oberarm-BlutdruckmessgerÃ¤t"|hoh|38,65|146|http://admin.next.hoh.de/media/image/thumbnail//523741_2564837d494567fc7918370d678f2526_720x600.jpg|http://www.hoh.de/detail/index/sArticle/523741
10001337|179374|4006508179374|Melitta|"Melitta Swirl M 40 AirSpace (4 StÃ¼ck)"|hoh|5,80|203|http://admin.next.hoh.de/media/image/thumbnail//527501_e3b465de854b06f13fe6aea6420528e6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/527501
10001394|MUM4655|4242002250465|Bosch|"Bosch MUM4655 EU KÃ¼chenmaschine ProfiMixx 46"|hoh|99,52|8|http://admin.next.hoh.de/media/image/thumbnail//537571_cef9394ceb8d0f7b307b3a3b8de4359b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/537571
10001575|382355|4210201658016|Braun|"Braun Reinigungskartusche CCR5 5er-Pack Lemon ( 4+1 )"|hoh|13,99|1||http://www.hoh.de/detail/index/sArticle/579761
100016676|LC1000BK|4977766643870|Brother|"Druckerpatrone Original Brother LC-1000 Schwarz"|hoh|20,50|18|http://admin.next.hoh.de/media/image/thumbnail//1008770_bc0a367f06e7db7c2689095eabd23c45_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008770
100000105|380354|7322460063832|Doro|"Doro Liberto 810 Smartphone black"|hoh|142,82|6||http://www.hoh.de/detail/index/sArticle/994776
10000041|9H.LC9LA.DBE|4718755052125|BENQ|"LED-Monitor 61 cm (24 Zoll) BenQ GL2450H 1920 x 1080 Pixel 16:9 (1080p) 2 ms HDMI&trade;, VGA TN"|hoh|129,40|4|http://admin.next.hoh.de/media/image/thumbnail//995480_a7663dc99b0e9c7a023a2e68091175e9_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995480
100000468|MQ 735|4210201056522|Braun|"Braun Stabmixer MQ 735 Sauce Multiquick 7  "|hoh|67,92|2||http://www.hoh.de/detail/index/sArticle/994963
100000687|10522|5702015125086|Lego|"LEGO DUPLOÂ® 10522 - Bauernhof-Tiere"|hoh|6,71|8|http://admin.next.hoh.de/media/image/thumbnail//dcae923fd4588bbe756298d99782ea7c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995258
100000696|91411|3700738101105|Wiko|"Wiko Darknight SchutzhÃ¼lle Dunkelblau"|hoh|14,20|2|http://admin.next.hoh.de/media/image/thumbnail//996033_f43f4a01f45aa35fb1069734df5f94ef_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996033
100000751|10572|5702015115551|Lego|"LEGO DUPLOÂ® 10572 - GroÃe Steinbox "|hoh|20,08|3|http://admin.next.hoh.de/media/image/thumbnail//b92a9d24aded3c5fdadfc69599c0dea5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995451
100001492|9H.JC377.13E|4718755051685|BENQ|"BenQ TH681 DLP-Projektor HD 1080p 16:9 (3D, 3000ANSI-Lumen, 1920x1080, 10000:1)"|hoh|545,38|7|http://admin.next.hoh.de/media/image/thumbnail//996691_7e05842b7c4c226cf62a2926c9cec434_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996691
10000270|FPMA-D960|8717371440909|NewStar|"NewStar Products FPMA-D960 Monitorhalter 25,4 - 66 cm (10"" - 26"") Schwarz"|hoh|71,42|28|http://admin.next.hoh.de/media/image/thumbnail//446031_33604d6bfb8dd70033520a6c77e054fe_720x600.jpg|http://www.hoh.de/detail/index/sArticle/446031
100006520|EH675FN27E|4242003626399|Siemens|"Siemens EH675FN27E Edelstahl Induktions-Kochfeld"|hoh|428,53|66||http://www.hoh.de/detail/index/sArticle/995521
100006534|BOXD54250WYK2|5032037058056|Intel|"Intel Next Unit of Computing Kit D54250WYK UCFF (Ci5-4250U, Kein RAM, Kein HDD, kein Betriebssystem)"|hoh|302,30|1||http://www.hoh.de/detail/index/sArticle/995528
100006707|90YV05C1-M0NA00|4716659664925|Asus|"Asus Radeon R9 290X DirectCU II 4GB GDDR5"|hoh|304,98|1|http://admin.next.hoh.de/media/image/thumbnail//68c9830601e45db5e0a2e744dc1659b6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997276
100000402|1280-0650|7311271450894|SONY|"Sony Xperia E1 white"|hoh|58,74|15|http://admin.next.hoh.de/media/image/thumbnail//a0ad6738555fddfd0d7fdd828c0e8be1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994854
100006495|426018336-3088|4260183363088|Gainward|"Gainward GeForce GTX750Ti 2GB GDDR"|hoh|117,55|3|http://admin.next.hoh.de/media/image/thumbnail//0c677e9c7696b721c4334d60eca9f87a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995515
100006539|MF052ZM/A|0885909788071|Apple|"Apple iPad Air Smart Case red"|hoh|52,86|1|http://admin.next.hoh.de/media/image/thumbnail//1031271_f2c505ab4b725c29e612844ede215b62_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031271
100006693|1102PW3NL0|0632983032398|Kyocera|"Kyocera ECOSYS M6526cdn Multifunktionsdrucker (Laserdrucker/Scanner/Kopierer/Fax/ADF/USB/LAN/Duplex)"|hoh|503,36|3|http://admin.next.hoh.de/media/image/thumbnail//40d585a00072c2dde98933e7b70c8349_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995737
100006724|51050AMU|6901443002221|Huawei Technologies|"Huawei Ascend P7 mini Schwarz-Silber"|hoh|142,02|16|http://admin.next.hoh.de/media/image/thumbnail//5e8b79931599dac97cc48ec75a8d1743_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995715
100007341|BLT4G3D1869DT2TXOBCEU|0649528757807|Crucial|"Crucial 4GB PC3-14900 DDR3-1866 CL9 1x4GB Ballistix Tactical Tracer LED blau/orange"|hoh|34,37|2|http://admin.next.hoh.de/media/image/thumbnail//248f580deda4ea710b452dd3731410b5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995846
100007551|75670|7394090756705|Krusell|"Krusell BookCover MalmÃ¶ fÃ¼r Samsung Note 3 Schwarz  "|hoh|21,00|1|http://admin.next.hoh.de/media/image/thumbnail//888619275f934f70fb4547aa63662cb6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995898
100007790|A000096|0000000000000|Arduino|"Arduino Colour TFT LCD Screen A000096"|hoh|20,97|1|http://admin.next.hoh.de/media/image/thumbnail//010557d5225317d77bd9e55ab3f8635d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996163
10000031|W0393RE|4716872052677|Thermaltake|"Thermaltake Berlin 630W Non-Modular 80+"|hoh|52,38|3|http://admin.next.hoh.de/media/image/thumbnail//388741_b8c9786fba659e630de1f82456a94dfd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/388741
10000035|SP-450MPCBEU|4716872053469|Thermaltake|"Thermaltake SMART 450W/ 80PLUS Bronze / Cable Management"|hoh|51,04|1|http://admin.next.hoh.de/media/image/thumbnail//388831_cbf0f32be10c4d84d26807ae08ed78b5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/388831
10000040|99981|4006925999814|ELO|"Elo Elo Fondueset 10 tlg ""Nostalgie"""|hoh|18,34|7||http://www.hoh.de/detail/index/sArticle/993051
100000500|A00015255|6438158631397|Nokia|"Nokia Asha 503 Red"|hoh|46,22|12|http://admin.next.hoh.de/media/image/thumbnail//c16950369fa8bfc1e601c4077e9c957e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995760
10000272|FPMA-W25|8717371441319|NewStar|"NewStar FPMA-W25 LCD/LED/TFT-Wandhalter silber"|hoh|20,16|6|http://admin.next.hoh.de/media/image/thumbnail//446071_91ab513144462b46572afb51aae609d4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/446071
100006554|R9-280X-TDFD|0778656065062|XFX|"XFX Radeon R9 280X Double Dissipation Edition 3GB GDDR5"|hoh|209,61|1|http://admin.next.hoh.de/media/image/thumbnail//4ccee03d1fef5962036995b41018a9b6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995560
100006737|0S03665 / H3IKNAS40003272SE|0705487194036|HGST|"HGST Deskstar NAS 4000GB SATA 6Gb/s 7200rpm 64MB 3,5''"|hoh|149,46|2|http://admin.next.hoh.de/media/image/thumbnail//be8d07738be8f4efc856b0513903d4aa_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995690
100006754|000|5901737106889|Blue Star|"BlueStar Displayschutzfolie BlueStar Displayschutzfolie Samsung Galaxy S5360 polycarbonat"|hoh|4,19|8||http://www.hoh.de/detail/index/sArticle/996240
100006979|210-41120|5397063226351|Dell|"Farblaser-Multifunktionsdrucker Dell C1765nfw A4 Drucker, Scanner, Kopierer, Fax LAN, WLAN, ADF"|hoh|264,66|4|http://admin.next.hoh.de/media/image/thumbnail//996236_ab1d828743e430af72f1d21fe831d686_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996236
100007766|C11CD19302|8715946529653|Epson|"Epson WorkForce WF-3620DWF Multifunktionsdrucker A4 Farbe (Drucker/Scanner/Kopierer/Fax, 19 Seiten/M"|hoh|120,08|14|http://admin.next.hoh.de/media/image/thumbnail//996907_b7caea007d8364c2a66467383061f160_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996907
100007770|A000073|0000000000000|Arduino|"Arduino Uno SMD A000073 Board Rev3 (A000073) "|hoh|20,97|3|http://admin.next.hoh.de/media/image/thumbnail//9d2f2a32db2ad4df0a0bfe7c4c821550_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996131
100007778|A000043|0000000000000|Arduino|"Arduino GSM Shield with Integrated Antenna A000043 Board"|hoh|75,59|1|http://admin.next.hoh.de/media/image/thumbnail//46776e4f21ba28fc238da40950802184_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996156
100007548|11160036|4048466907071|Pedea|"PEDEA Book Cover schwarz fÃ¼r Samsung Galaxy Note 3   "|hoh|8,32|4|http://admin.next.hoh.de/media/image/thumbnail//fc8a0ac9c3aa707259ee921d087bb9db_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995893
100007713|29UM65-P|8806084565624|LG TFT|"LG UltraWide 29UM65 Bildschirmformat: 21:9 IPS-Panel QHD-AuflÃ¶sung (5ms, 300cd/m2, 5000000:1, 2xHDMI"|hoh|232,82|7|http://admin.next.hoh.de/media/image/thumbnail//b906f7be0728363bb47c5ce1887891e0_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996110
100007773|A000062|0000000000000|Arduino|"Arduino Due A000062 Board ARM Cortex M3"|hoh|36,97|1|http://admin.next.hoh.de/media/image/thumbnail//f6b3208ab40f053223aaddfac30836d7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996152
100007783|A000053|0000000000000|Arduino|"Arduino Micro A000053 Board"|hoh|16,76|3|http://admin.next.hoh.de/media/image/thumbnail//d25ef8f665277d444560bbefc5aa8359_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996160
100007820|EP-WG900IBEGWW|8806086187053|Samsung|"SAMSUNG Wireless Charging Kit EP-WG900 - Drahtlose Ladematte und EmpfÃ¤nger - fÃ¼r GALAXY S5, S5 SM-G9"|hoh|42,01|51|http://admin.next.hoh.de/media/image/thumbnail//dc78eb0f66c0264d330151412c41257b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1004350
100007837|EF-CG900BFEGWW|8806086152846|Samsung|"Samsung S View Cover fÃ¼r Galaxy S5 Rose Gold Rose, Gold"|hoh|29,40|1|http://admin.next.hoh.de/media/image/thumbnail//1008739_bd05f40bee1f8baf80a21353609fc9bf_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008739
100007895|AD5350JAHMBOX|0730143304641|AMD|"AMD Athlon 5350 4x2,05 GHz AM1 Box Kabini (AD5350JAHMBOX)"|hoh|42,84|1|http://admin.next.hoh.de/media/image/thumbnail//1d795e5d2612e439667721c33a061b80_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996104
100007935|A2272PWH/BK|4038986124485|AOC|"AOC Style A2272PWH/BK LED-Monitor 21.5"" FullHD 1920 x 1080 Schwarz/Silber"|hoh|190,93|2|http://admin.next.hoh.de/media/image/thumbnail//814cb87b0fd264cc9648bdcbcc55b231_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996174
100008082|FD-CA-CORE-1000-USB3-BL|7350041081098|Fractal Design|"Fractal Design Core 1000 USB 3.0 Mini-ATX"|hoh|31,85|2|http://admin.next.hoh.de/media/image/thumbnail//99996e664839b16d70cb61d334fa1888_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1000021
100008104|000|6950290640292|Rock|"Rock Faceplate Ethereal Serie fÃ¼r HTC One Mini schwarz"|hoh|4,71|3|http://admin.next.hoh.de/media/image/thumbnail//0893949b88f7a4c97798837dc0c37c60_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996392
100008146|41060|4260073412407|Aqua-Computer|"aquastream XT USB 12V Pumpe - Advanced Version"|hoh|62,98|1|http://admin.next.hoh.de/media/image/thumbnail//ff82c0d8a77577f7880016ec6ac1d5e2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996327
10000897|40255872|4897027120806|Telekom|"T-Home Sinus A 503i Schnurlostelefon mit AB"|hoh|52,51|22|http://admin.next.hoh.de/media/image/thumbnail//459111_feb5bdabb47c6db2dafc7aa3ad66bb60_720x600.jpg|http://www.hoh.de/detail/index/sArticle/459111
100009791|C11CD10301|8715946529684|Epson|"Tintenstrahl-Multifunktionsdrucker Epson WorkForce Pro WF-4630DWF A4 Drucker, Fax, Kopierer, Scanner"|hoh|245,11|8|http://admin.next.hoh.de/media/image/thumbnail//996720_611d5a2cd3387ec8078fe02e2aae3ca9_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996720
10001351|82909|4043619829095|Delock|"USB 3.0 Y-Kabel [2x USB 3.0 Stecker A - 1x USB 3.0 Stecker Micro B] 0.20 m Schwarz"|hoh|5,28|39|http://admin.next.hoh.de/media/image/thumbnail//1008755_b300695a97103b5f87590f430e5e46fa_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008755
100000380|920-005211|5099206046795|Logitech|"Logitech K280e Keyboard for Business USB"|hoh|12,51|1|http://admin.next.hoh.de/media/image/thumbnail//994845_b16224d74125563047757f5449af29f5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994845
100000424|11227-00-40G|4895106269286|Sapphire|"Sapphire Radeon R9 290 Tri-X OC (UEFI) 4GB GDDR5"|hoh|297,36|1|http://admin.next.hoh.de/media/image/thumbnail//994899_02e23e77e4c670b87e95799618a5c0dc_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994899
100000661|91915|3700738101174|Wiko|"Wiko Darkmoon Displayschutzfolie Transparent"|hoh|6,71|24|http://admin.next.hoh.de/media/image/thumbnail//996038_0251dce470684d77af626f3198cd45cb_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996038
100001370|EH675FB17|4242003626450|Siemens|"Siemens Glaskeramik-Kochfeld EH675FB17 Edelstahl"|hoh|452,94|21||http://www.hoh.de/detail/index/sArticle/995331
100001619|1102PK3NL1|0632983032305|Kyocera|"Kyocera ECOSYS M2030dn MFP Mono-Laser A4 s/w (Drucker/Kopierer/Scanner/USB/ADF/Netzwerk)"|hoh|334,34|1|http://admin.next.hoh.de/media/image/thumbnail//493a7f33f8687fd05c9a9a26857665e3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995685
10000411|438889|0766623438889|Sonstige|"Notebook Tasche 15,6'' Manhattan London schwarz"|hoh|5,08|2|http://admin.next.hoh.de/media/image/thumbnail//786491_6b9e7ad6f7e797cdfd612ec6385e27a1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/786491
100006458| |5901737182234|Blue Star|"BlueStar Displayschutzfolie LG Optimus G Polycarbonat   "|hoh|4,19|1|http://admin.next.hoh.de/media/image/thumbnail//f9f7850020b6e4d8f221575e1b905a66_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995498
100006676|MZ-MTE1T0BW|8806085944732|Samsung IT|"Samsung SSD 840 EVO 1TB mSATA 6Gb/s TLC ToggleSSD_Samsung SSD 840 EVO 1TB mSATA 6Gb/s TLC Toggle"|hoh|307,87|1|http://admin.next.hoh.de/media/image/thumbnail//7b1d0e2052e0f0d1eb76061cebf658af_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995884
100007771|A000010|0000000000000|Arduino|"Arduino Workshop Kit Base Level inkl. Arduino Uno Board (A000010) "|hoh|57,14|1|http://admin.next.hoh.de/media/image/thumbnail//0dcd2a7ef88e14df1d48bc7d727dc1ab_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996133
